age,sexe,taux,situationFamiliale,nbEnfantsAcharge,seconde_voiture,immatriculation
148447,74,F,227,En Couple,0,true,5603 VB 77
148486,76,M,414,En Couple,4,true,6876 HJ 76
148488,52,M,185,En Couple,4,true,2379 UG 95
148489,28,F,1190,En Couple,4,true,9778 HJ 94
148498,18,M,506,En Couple,2,true,374 QI 92
148500,32,M,805,En Couple,3,true,6415 VQ 13
148510,50,M,576,En Couple,1,true,4801 TP 85
148511,50,M,462,En Couple,1,true,3915 RP 13
148515,34,M,575,En Couple,0,true,4913 QV 18
148519,39,M,1139,En Couple,0,true,5259 RJ 54
148528,25,F,588,En Couple,1,true,6800 AF 10
148540,21,M,462,En Couple,2,true,2303 BE 45
148550,24,M,447,En Couple,2,true,1442 WH 48
148566,50,M,204,En Couple,-1,true,6591 NU 80
148579,39,F,1141,En Couple,3,true,9680 ZR 18
148580,21,M,421,En Couple,2,true,9279 LL 63
148590,77,F,1321,En Couple,0,true,9590 AX 40
148596,23,M,-1,En Couple,2,true,7160 LU 53
148602,23,F,902,En Couple,1,true,8864 KO 57
148604,18,M,197,En Couple,3,true,8149 UJ 86
148605,43,M,569,En Couple,2,true,2894 QN 58
148626,32,F,425,En Couple,3,true,7523 TS 56
148629,84,F,803,En Couple,3,true,2355 RF 21
148638,20,M,1241,En Couple,2,true,36 CA 89
148653,18,M,1380,En Couple,1,true,5090 MR 62
148659,45,M,953,En Couple,3,true,9536 SL 17
148666,28,M,183,En Couple,3,true,3152 AM 33
148677,61,M,1321,En Couple,1,true,2101 YV 75
148691,38,M,539,En Couple,1,true,801 CJ 89
148698,29,M,539,En Couple,2,true,7109 AU 15
148701,32,M,550,En Couple,0,true,9097 ZW 79
148714,28,M,440,En Couple,2,true,3620 AI 62
148718,72,M,1370,En Couple,0,true,6874 HV 81
148719,50,F,1013,En Couple,4,true,6907 UR 79
148723,34,M,1355,En Couple,0,true,9273 MW 29
148727,28,M,233,En Couple,0,true,9070 NH 50
148730,49,M,242,En Couple,1,true,7209 VV 85
148766,35,M,445,En Couple,2,true,223 YX 43
148787,75,M,520,En Couple,0,true,2381 OL 98
148796,80,M,1291,En Couple,0,true,2821 LI 15
148797,28,M,413,En Couple,2,true,5150 KB 51
148801,75,M,1128,En Couple,0,true,2937 NG 81
148809,26,M,1358,En Couple,1,true,2430 XX 62
148816,73,F,548,En Couple,3,true,1076 SB 25
148818,48,M,195,En Couple,3,true,8298 BB 63
148837,26,M,1092,En Couple,3,true,2893 LV 59
148840,57,M,442,En Couple,1,true,3148 QV 17
148849,37,M,521,En Couple,3,true,2239 VF 25
148859,38,F,834,En Couple,2,true,5867 PW 62
148870,36,F,505,En Couple,0,true,682 II 75
148873,62,F,984,En Couple,0,true,6178 YU 11
148883,38,M,173,En Couple,0,true,5364 WK 32
148890,43,M,459,En Couple,3,true,2872 SF 86
148899,19,M,240,En Couple,1,true,9778 UF 20
148900,39,M,460,En Couple,1,true,7290 FM 46
148916,69,F,707,En Couple,2,true,7388 EL 16
148927,50,Masculin,589,En Couple,3,true,4358 UF 64
148933,63,M,-1,En Couple,1,true,1865 OD 66
148944,24,F,589,En Couple,4,true,9015 LO 21
148950,40,F,240,En Couple,2,true,3665 NS 77
148956,32,M,587,En Couple,1,true,3687 UL 21
148959,46,M,585,En Couple,4,true,7176 KC 77
148964,51,F,759,En Couple,3,true,5319 UK 85
148968,75,M,412,En Couple,1,true,1787 XR 36
148971,40,M,413,En Couple,2,true,9367 WS 34
148976,37,M,1350,En Couple,1,true,617 PE 30
148978,83,M,457,En Couple,0,true,5620 OQ 56
149007,22,M,201,En Couple,2,true,9484 SD 34
149008,70,M,740,En Couple,4,true,1608 DD 22
149011,74,M,173,En Couple,0,true,4743 WD 77
149012,19,M,559,En Couple,2,true,2826 XY 54
149014,59,M,197,En Couple,2,true,9628 VP 77
149028,41,M,479,En Couple,0,true,3790 SG 80
149030,27,M,932,En Couple,4,true,3390 BX 53
149038,26,M,577,En Couple,1,true,9810 UY 69
149041,29,M,157,En Couple,4,true,3761 DU 78
149045,18,M,438,En Couple,2,true,5309 VS 91
149048,21,M,899,En Couple,-1,true,7144 BI 41
149054,30,M,498,En Couple,4,true,2968 XU 26
149058,78,M,766,En Couple,4,true,6455 JE 14
149093,37,F,499,En Couple,2,true,2485 OI 73
149107,37,F,599,En Couple,2,true,5702 RP 71
149112,42,M,528,En Couple,2,true,4183 PG 71
149115,79,M,920,En Couple,1,true,1619 IM 73
149116,50,M,453,En Couple,2,true,1907 JB 33
149130,29,M,175,En Couple,2,true,1099 RC 90
149135,42,M,424,En Couple,1,true,7516 IA 21
149136,55,M,595,En Couple,1,true,2728 RD 24
149139,72,M,772,En Couple,4,true,1971 TG 66
149144,62,M,492,En Couple,2,true,7324 LV 87
149151,76,F,583,En Couple,1,true,9821 OI 43
149161,29,M,423,En Couple,0,true,380 UB 63
149163,29,M,798,En Couple,0,true,734 TM 14
149165,66,M,406,En Couple,2,true,9900 NN 79
149167,20,M,1329,En Couple,3,true,3448 OG 29
149173,20,M,558,En Couple,4,true,4174 ST 53
149181,58, ,220,En Couple,0,true,5213 MQ 94
149186,41,F,832,En Couple,3,true,2603 PO 24
149196,33,F,517,En Couple,4,true,3653 WT 91
149200,19,M,1365,En Couple,3,true,7591 TM 98
149203,42,F,1387,En Couple,2,true,3327 KU 96
149215,18,M,157,En Couple,0,true,6787 MQ 13
149219,23,M,844,En Couple,0,true,4383 YH 72
149221,35,M,703,En Couple,1,true,9133 DQ 74
149224,27,M,420,En Couple,3,true,1985 HT 97
149227,49,M,936,En Couple,0,true,5653 WP 98
149231,32,M,573,En Couple,1,true,948 ZA 75
149240,32,M,435,En Couple,2,true,6963 KZ 35
149244,48,M,400,En Couple,1,true,3694 RU 32
149245,73,M,485,En Couple,2,true,9496 YF 60
149248,30,M,234,En Couple,3,true,348 LX 42
149276,18,M,543,En Couple,0,true,2921 FV 98
149277,68,F,807,En Couple,3,true,9735 KU 81
149278,26,F,418,En Couple,4,true,8363 MU 75
149280,76,F,1358,En Couple,0,true,631 RI 10
149282,60,F,459,En Couple,4,true,5982 KP 87
149293,57,M,564,En Couple,2,true,7823 GS 63
149297,26,M,1113,En Couple,3,true,4149 LG 37
149310,52,M,549,En Couple,0,true,9210 EC 91
149312,71,F,1087,En Couple,3,true,8720 QY 36
149315,18,F,506,En Couple,1,true,3196 MV 80
149320,67,M,575,En Couple,2,true,2213 UC 60
149326,79,M,507,En Couple,2,true,4905 OT 56
149335,23,F,174,En Couple,0,true,4329 KC 97
149351,51,M,442,En Couple,3,true,4518 UJ 96
149357,46,M,1392,En Couple,4,true,8727 DY 89
149362,76,F,1126,En Couple,4,true,3398 MU 61
149366,25,M,562,En Couple,3,true,3246 KP 62
149368,35,M,167,En Couple,3,true,6519 AW 83
149381,18,M,451,En Couple,0,true,5006 AR 23
149389,34,M,163,En Couple,1,true,5317 YP 93
149409,30,M,458,En Couple,0,true,5491 KN 31
149417,23,M,599,En Couple,2,true,8707 CK 31
149418,19,F,1339,En Couple,4,true,4468 CL 72
149421,57,F,1022,En Couple,2,true,9834 SN 73
149423,52,M,455,En Couple,2,true,5317 FC 77
149436,24,M,598,En Couple,1,true,2954 KA 53
149437,55,M,438,En Couple,1,true,9860 KE 14
149450,46,F,441,En Couple,4,true,4455 RG 72
149453,31,M,592,En Couple,4,true,165 UH 19
149454,58,M,1077,En Couple,2,true,1827 KT 57
149462,29,M,1116,En Couple,2,true,3090 JN 46
149465,42,M,1202,En Couple,0,true,9443 WS 77
149473,24,M,596,En Couple,1,true,8035 TN 96
149479,35,M,404,En Couple,3,true,5406 QJ 46
149484,25,F,1208,En Couple,0,true,3055 KZ 76
149493,70,M,194,En Couple,3,true,8352 YI 52
149498,67,M,473,En Couple,2,true,4940 FL 79
149509,23,F,1048,En Couple,2,true,9408 YP 46
149529,46,F,408,En Couple,2,true,8209 HK 58
149534,54,M,801,En Couple,0,true,825 FU 79
149543,50,F,238,En Couple,0,true,8681 QX 82
149545,55,F,599,En Couple,1,true,130 RC 12
149559,45,M,1291,En Couple,3,true,260 UX 21
149572,81,M,204,En Couple,1,true,9614 QU 38
149578,84,F,460,En Couple,2,true,6146 VH 61
149588,56,M,191,En Couple,2,true,9944 FQ 68
149597,71,M,557,En Couple,1,true,2404 EB 61
149603,55,M,492,En Couple,2,true,6836 SR 85
149605,33,Masculin,241,En Couple,1,true,9670 UI 87
149626,20,F,1207,En Couple,3,true,6461 GQ 37
149632,30,M,444,En Couple,2,true,4315 IZ 40
149638,55,F,207,En Couple,2,true,3967 IC 46
149639,31,F,211,En Couple,2,true,7114 YN 29
149643,27,M,466,En Couple,3,true,7241 ZJ 15
149650,21,M,241,En Couple,3,true,413 EI 74
149660,44,F,190,En Couple,1,true,489 HZ 84
149661,39,M,563,En Couple,3,true,6024 ED 72
149664,38,M,952,En Couple,0,true,4212 VA 41
149674,22,M,220,En Couple,4,true,6222 UJ 89
149680,47,M,749,En Couple,0,true,1238 ZU 21
149703,18,M,166,En Couple,2,true,966 XQ 61
149715,34,M,457,En Couple,1,true,8638 EW 95
149716,84,M,489,En Couple,2,true,7547 EN 98
149717,71,F,216,En Couple,1,true,7407 JA 15
149720,71,F,583,En Couple,2,true,5819 PY 13
149750,40,M,500,En Couple,3,true,2094 LL 71
149755,21,M,1147,En Couple,1,true,675 ER 40
149761,26,F,551,En Couple,0,true,9954 KK 88
149766,37,F,416,En Couple,2,true,6206 JU 19
149772,24,M,406,En Couple,2,true,8751 EU 63
149780,55,F,1259,En Couple,2,true,5819 BM 12
149785,60,M,980,En Couple,0,true,6030 AV 44
149801,80,M,777,En Couple,4,true,4441 EP 71
149828,56,Masculin,1153,En Couple,1,true,210 DP 44
149829,40,F,218,En Couple,4,true,6284 DY 97
149830,78,F,477,En Couple,1,true,2829 KY 95
149839,45,F,1214,En Couple,3,true,3416 CL 78
149848,23,F,495,En Couple,2,true,1765 ZP 10
149853,27,F,400,En Couple,0,true,1631 VJ 51
149858,80,F,797,En Couple,0,true,3319 SK 16
149867,54,F,561,En Couple,3,true,3196 NR 32
149870,55,M,1246,En Couple,2,true,5 HV 18
149910,31,M,561,En Couple,2,true,8451 VW 11
149924,19,F,765,En Couple,2,true,1512 ET 47
149933,36,M,1373,En Couple,2,true,916 ZT 54
149944,19,M,513,En Couple,1,true,6537 BK 48
149945,82,F,481,En Couple,2,true,3031 ZN 93
149951,31,M,151,En Couple,4,true,3921 JF 28
149952,52,M,1064,En Couple,1,true,3681 UK 68
149953,64,M,199,En Couple,1,true,4811 GJ 54
149957,55,M,458,En Couple,2,true,122 KO 89
149963,37,M,536,En Couple,3,true,3677 ZO 49
149971,45,M,473,En Couple,0,true,3349 EW 84
149978,51,M,244,En Couple,3,true,8122 DQ 15
149988,80,M,533,En Couple,1,true,1957 PD 15
149993,60,M,420,En Couple,3,true,9019 OO 96
149998,23,M,418,En Couple,1,true,1673 CV 58
149999,45,M,551,En Couple,3,true,5554 XB 14
150013,32,M,579,En Couple,0,true,9878 YV 46
150018,27,M,589,En Couple,1,true,5693 KR 51
150039,36,F,172,En Couple,2,true,7283 LI 40
150049,57,M,771,En Couple,4,true,560 WU 71
150052,57,M,228,En Couple,0,true,2332 NB 55
150066,25,M,478,En Couple,4,true,458 GN 65
150075,39,M,996,En Couple,2,true,2026 ZT 79
150076,19,F,1396,En Couple,3,true,7543 HD 13
150085,45,Femme,222,En Couple,0,true,1168 TL 53
150087,33,F,186,En Couple,1,true,6911 JJ 92
150094,54,F,590,En Couple,1,true,3948 NZ 52
150102,23,M,925,En Couple,4,true,4933 FF 81
150110,82,F,599,En Couple,0,true,5705 SS 44
150111,59,F,1363,En Couple,1,true,2668 XW 21
150119,23,F,454,En Couple,1,true,1421 ZQ 98
150121,41,M,1007,En Couple,2,true,7823 VS 80
150137,75,M,760,En Couple,0,true,1544 FJ 77
150146,37,F,411,En Couple,0,true,990 YC 22
150147,18,M,539,En Couple,0,true,9920 LK 89
150149,45,M,448,En Couple,2,true,9698 ZS 35
150152,25,M,412,En Couple,3,true,2473 BW 18
150156,21,M,197,En Couple,2,true,136 BA 80
150176,52,F,402,En Couple,1,true,4263 HW 31
150183,58,F,580,En Couple,4,true,9564 LS 28
150187,22,M,527,En Couple,1,true,7703 SF 74
150210,38,M,197,En Couple,3,true,1261 FS 50
150222,43,F,1202,En Couple,0,true,3606 VP 11
150226,25,M,458,En Couple,0,true,6319 JI 48
150236,33,M,419,En Couple,3,true,5388 WK 49
150246,50,M,938,En Couple,0,true,6690 HO 33
150247,18,M,454,En Couple,4,true,9109 DT 23
150253,44,M,598,En Couple,2,true,7526 FR 54
150254,46,F,217,En Couple,1,true,6585 FU 12
150260,22,M,226,En Couple,1,true,2527 JV 29
150262,57,M,220,En Couple,1,true,3111 NQ 11
150280,29,M,451,En Couple,3,true,3442 KO 48
150283,41,F,535,En Couple,1,true,2842 GW 85
150304,25,M,402,En Couple,3,true,5211 MF 33
150324,81,M,810,En Couple,1,true,6813 NM 41
150333,44,F,150,En Couple,2,true,2346 IT 24
150340,54,M,498,En Couple,1,true,8857 NX 71
150351,79,M,448,En Couple,3,true,938 ZY 62
150353,40,M,469,En Couple,4,true,8161 II 46
150355,68,M,563,En Couple,2,true,3155 GZ 30
150359,31,M,469,En Couple,1,true,4495 KK 61
150391,55,M,245,En Couple,3,true,4756 WI 63
150392,82,M,401,En Couple,2,true,6616 LW 28
150402,36,M,1374,En Couple,1,true,3030 BP 63
150414,19,M,244,En Couple,4,true,6160 TN 32
150422,50,M,449,En Couple,1,true,4261 HH 87
150425,51,F,1295,En Couple,0,true,4594 BS 82
150441,26,M,173,En Couple,2,true,6766 CP 64
150462,39,F,568,En Couple,2,true,9518 LL 26
150463,68,M,477,En Couple,3,true,1150 WQ 84
150470,36,M,205,En Couple,4,true,3126 DJ 19
150471,65,M,556,En Couple,2,true,8913 EY 98
150473,27,M,527,En Couple,4,true,9952 FY 72
150487,35,M,1276,En Couple,3,true,2650 DD 96
150511,75,M,846,En Couple,3,true,3435 AW 14
150521,52,M,592,En Couple,0,true,5402 AN 78
150525,72,F,701,En Couple,2,true,1620 KS 33
150527,44,M,1258,En Couple,1,true,6232 HV 11
150533,25,M,562,En Couple,0,true,5697 DS 37
150535,59,M,599,En Couple,0,true,2334 BP 63
150537,45,M,558,En Couple,2,true,7576 QB 29
150584,84,M,1234,En Couple,4,true,8361 SO 59
150585,26,M,594,En Couple,2,true,1701 CU 76
150594,58,M,430,En Couple,1,true,8345 EW 68
150612,33,M,528,En Couple,2,true,1903 AV 19
150620,22,M,1111,En Couple,0,true,7264 WY 42
150643,75,M,978,En Couple,3,true,6152 NA 35
150646,32,F,758,En Couple,1,true,399 XD 13
150654,21,F,589,En Couple,3,true,6053 VM 38
150666,55,F,169,En Couple,0,true,5308 TD 68
150671,44,M,531,En Couple,4,true,4703 OD 58
150692,38,M,580,En Couple,2,true,7735 AT 28
150694,27,M,465,?,2,true,6033 EE 69
150703,25,M,409,En Couple,1,true,5684 SR 72
150706,22,M,937,En Couple,3,true,6974 ME 53
150724,31,F,549,En Couple,2,true,9795 YS 74
150759,52,M,409,En Couple,0,true,5684 GO 11
150761,20,F,511,En Couple,0,true,5368 HM 44
150762,56,F,410,En Couple,0,true,2159 JG 46
150763,42,M,1060,En Couple,2,true,6953 UX 84
150764,30,F,227,En Couple,4,true,9046 QK 22
150765,28,M,233,En Couple,0,true,3840 VW 17
150778,18,F,1343,En Couple,1,true,2165 TD 31
150790,43,F,247,En Couple,1,true,9850 NM 93
150797,48,M,553,En Couple,3,true,4460 HU 10
150829,30,M,157,En Couple,4,true,6479 CW 28
150836,76,M,1200,En Couple,4,true,5584 OW 91
150844,48,F,578,En Couple,3,true,2491 KY 51
150849,80,M,1261,En Couple,3,true,5975 ID 37
150865,19,F,578,En Couple,0,true,3009 IO 69
150876,47,M,524,En Couple,2,true,2219 QW 98
150882,22,M,1283,En Couple,1,true,9049 CI 21
150887,75,Homme,442,En Couple,0,true,1300 EM 74
150892,51,M,827,En Couple,3,true,8012 HM 25
150893,57,F,924,En Couple,3,true,6343 FG 59
150895,60,M,424,En Couple,3,true,1046 PP 64
150897,76,M,208,En Couple,3,true,5757 WY 91
150910,18,M,203,En Couple,0,true,3375 OI 26
150911,21,M,167,En Couple,1,true,6330 XP 58
150917,56,F,519,En Couple,1,true,2407 RX 36
150919,54,F,498,En Couple,0,true,6292 CU 70
150926,56,F,166,En Couple,0,true,5400 NM 82
150938,77,M,870,En Couple,4,true,3987 QX 52
150958,25,M,1152,En Couple,4,true,2826 EM 53
150972,55,F,533,En Couple,3,true,3906 UP 22
150983,23,F,1222,En Couple,2,true,4504 DB 70
150987,22,M,153,En Couple,2,true,3733 PC 18
150993,46,M,527,En Couple,2,true,5145 VD 38
151006,50,M,853,En Couple,4,true,5746 QO 36
151017,24,M,591,En Couple,1,true,2631 UN 47
151034,62,F,1119,En Couple,1,true,3248 IG 87
151039,31,M,526,En Couple,0,true,5285 JI 34
151042,25,M,218,En Couple,2,true,7391 UC 69
151052,18,F,217,En Couple,0,true,6379 NL 71
151054,25,M,416,En Couple,1,true,8390 ZU 60
151056,26,Femme,751,En Couple,1,true,1841 CY 26
151085,?,M,1133,En Couple,0,true,2524 GT 50
151090,19,F,488,En Couple,3,true,9204 WP 44
151115,24,M,947,En Couple,3,true,6870 IO 47
151128,28,F,548,En Couple,3,true,178 VZ 18
151152,22,M,1342,En Couple,2,true,1543 FQ 96
151157,19,M,1325,En Couple,2,true,8667 YX 65
151159,18,F,1308,En Couple,3,true,7816 QH 79
151160,29,M,247,En Couple,1,true,7592 TW 93
151162,73,M,1009,En Couple,0,true,8754 ZR 23
151166,35,M,994,En Couple,2,true,6537 DP 18
151167,32,M,1375,En Couple,2,true,9433 UO 96
151176,82,M,434,En Couple,4,true,7745 YV 70
151212,78,M,239,En Couple,0,true,5171 NE 66
151221,33,M,401,En Couple,3,true,928 OI 94
151238,38,F,454,En Couple,4,true,8147 VR 32
151244,35,F,718,En Couple,2,true,8410 HE 35
151256,31,M,1075,En Couple,1,true,3092 SQ 62
151272,39,F,416,En Couple,1,true,2226 OS 33
151289,30,M,495,En Couple,4,true,3956 IE 67
151295,57,F,515,En Couple,1,true,6612 TW 49
151304,37,F,225,En Couple,1,true,5274 DP 44
151328,58,M,796,En Couple,3,true,7712 VI 40
151329,20,M,178,En Couple,0,true,6000 BN 59
151335,64,M,580,En Couple,4,true,2854 TD 16
151338,24,F,239,En Couple,2,true,3655 RJ 13
151340,57,M,223,En Couple,1,true,6725 MQ 44
151341,67,M,1086,En Couple,1,true,7177 JF 57
151346,24,M,565,En Couple,2,true,8666 FC 82
151348,37,M,499,En Couple,2,true,19 OC 10
151350,19,M,865,En Couple,3,true,8683 CM 48
151360,28,M,219,En Couple,0,true,9433 MH 44
151362,75,M,583,En Couple,1,true,4074 CZ 52
151365,21,M,424,En Couple,2,true,502 RA 52
151370,24,M,509,En Couple,3,true,7951 LH 34
151371,56,M,571,En Couple,2,true,5424 SP 17
151374,26,F,164,En Couple,1,true,4056 QV 42
151381,59,M,405,En Couple,2,true,2456 HP 91
151396,20,F,564,En Couple,3,true,6371 PA 70
151405,23,F,563,En Couple,0,true,9858 YT 89
151422,19,F,474,En Couple,0,true,2002 WB 59
151424,29,M,521,En Couple,1,true,4728 GO 12
151430,18,M,585,En Couple,2,true,6703 WJ 72
151477,50,F,595,En Couple,1,true,8219 TS 23
151496,45,M,498,En Couple,1,true,5131 AM 65
151499,32,M,460,En Couple,1,true,137 JC 68
151503,70,M,403,En Couple,0,true,8048 AR 60
151505,36,F,768,En Couple,3,true,7753 QT 19
151506,26,N/D,154,En Couple,2,true,7492 OD 90
151516,53,M,212,En Couple,2,true,8306 NJ 67
151535,25,M,566,En Couple,0,true,9277 YF 34
151546,33,F,1129,En Couple,4,true,5031 VM 10
151563,58,M,408,En Couple,1,true,3444 DP 22
151565,44,M,417,En Couple,1,true,5496 FW 50
151568,47,M,504,En Couple,3,true,48 RE 87
151594,22,M,501,En Couple,1,true,5424 KZ 86
151597,34,F,1095,En Couple,2,true,9687 OO 54
151600,56,Homme,956,En Couple,1,true,8470 PR 47
151603,41,M,488,En Couple,1,true,2863 QR 86
151604,57,F,?,En Couple,3,true,3517 EC 26
151611,28,F,487,En Couple,1,true,5658 OV 51
151615,84,Masculin,597,En Couple,4,true,2215 PK 32
151628,54,M,431,En Couple,3,true,5319 CI 58
151650,79,F,508,En Couple,1,true,6246 ZH 37
151655,54,F,525,En Couple,0,true,6298 LA 95
151661,42,M,243,En Couple,1,true,7607 VI 53
151674,47,F,588,En Couple,1,true,7705 KB 22
151691,30,F,470,En Couple,3,true,249 GU 68
151696,23,M,449,En Couple,3,true,4479 PC 96
151702,64,M,702,En Couple,0,true,1993 HK 80
151703,57,F,173,En Couple,2,true,8059 CP 87
151706,27,F,1062,En Couple,0,true,7457 LZ 17
151721,23,M,565,En Couple,2,true,5392 YD 47
151737,78,M,571,En Couple,2,true,2572 NA 10
151742,32,M,1233,En Couple,1,true,888 MX 53
151752,77,M,400,En Couple,1,true,7037 JH 80
151755,33,F,780, ,4,true,8451 JF 29
151761,58,M,1255,En Couple,0,true,9472 AJ 28
151771,37,M,518,En Couple,3,true,4609 CT 29
151779,22,M,508,En Couple,2,true,1801 RC 31
151780,72,M,192,En Couple,2,true,4715 IZ 77
151785,72,M,912,En Couple,2,true,5155 QF 97
151793,22,F,846,En Couple,2,true,51 EI 71
151800,56,M,1229,En Couple,3,true,7445 IQ 64
151801,80,M,404,En Couple,0,true,1878 ED 37
151806,18,F,425,En Couple,1,true,9837 IB 14
151810,56,M,531,En Couple,0,true,4056 OF 32
151816,81,M,788,En Couple,1,true,4655 GM 97
151817,35,M,547,En Couple,0,true,6870 MT 12
151820,47,F,459,En Couple,3,true,2452 YU 73
151823,63,M,441,En Couple,3,true,3098 WM 49
151840,69,M,460,En Couple,3,true,1346 ON 51
151843,40,M,403,En Couple,4,true,4246 AW 92
151853,47,M,195,En Couple,2,true,2916 IN 44
151868,47,F,582,En Couple,4,true,8181 NP 63
151870,80,M,565,En Couple,1,true,6013 UK 98
151889,32,M,974,En Couple,0,true,7792 VN 87
151892,35,F,1329,En Couple,2,true,5667 UF 13
151903,78,F,503,En Couple,1,true,2806 EX 28
151916,53,M,445,En Couple,2,true,6143 IL 16
151925,47,M,588,En Couple,0,true,7234 BM 18
151959,33,M,539,En Couple,0,true,3344 PN 27
151972,34,F,531,En Couple,4,true,2470 WB 65
151990,18,M,169,En Couple,4,true,4324 CB 72
151992,22,M,1226,En Couple,2,true,7290 FP 95
152000,37,M,500,En Couple,2,true,3290 OS 28
152012,77,M,463,En Couple,2,true,2780 DX 19
152016,32,M,411,En Couple,1,true,8909 TM 34
152021,49,M,508,En Couple,0,true,8432 QP 71
152039,62,M,526,En Couple,3,true,2089 OD 58
152050,50,M,469,En Couple,4,true,7969 IT 31
152065,27,Homme,533,En Couple,3,true,8374 JF 98
152067,34,M,947,En Couple,1,true,9 AG 83
152071,73,M,1080,En Couple,0,true,2276 JQ 79
152083,40,M,836,En Couple,2,true,7836 LA 34
152086,22,M,1053,En Couple,2,true,5383 PK 76
152099,23,F,162,En Couple,1,true,4127 LW 66
152100,46,M,176,En Couple,0,true,7498 CE 10
152105,55,M,1245,En Couple,0,true,4950 DI 13
152106,41,F,166,En Couple,2,true,7363 ZP 39
152107,81,F,834,En Couple,0,true,2312 OX 86
152118,59,Féminin,473,En Couple,4,true,6618 SG 33
152127,49,M,402,En Couple,1,true,8628 XQ 86
152136,20,M,406,En Couple,3,true,9052 AJ 98
152142,45,F,527,En Couple,2,true,7084 HC 46
152145,60,M,191,En Couple,2,true,8824 FH 14
152167,59,M,908,En Couple,4,true,9305 AN 67
152175,36,F,464,En Couple,0,true,6557 KN 48
152200,23,M,181,En Couple,3,true,7962 AU 60
152201,19,F,1193,En Couple,3,true,1622 ZM 78
152218,52,F,408,En Couple,3,true,3088 ID 18
152234,41,M,900,En Couple,4,true,8444 VN 29
152244,63,Féminin,155,En Couple,0,true,6665 JH 48
152256,60,F,1007,En Couple,3,true,6591 EP 29
152262,51,M,509,En Couple,1,true,6847 PF 14
152264,28,F,885,En Couple,4,true,7602 HR 90
152266,28,F,468,En Couple,1,true,5866 KF 70
152272,51,M,156,En Couple,2,true,77 IH 81
152279,58,M,1052,En Couple,1,true,4376 WJ 17
152280,54,F,506,En Couple,3,true,9476 JX 84
152286,48,Homme,547,En Couple,3,true,7103 EV 54
152294,38,M,453,En Couple,0,true,9066 FF 25
152301,48,M,521,En Couple,3,true,1184 YP 30
152321,48,F,515,En Couple,3,true,2572 NB 82
152322,57,M,599,En Couple,1,true,9497 ZV 35
152332,38,F,236,En Couple,1,true,2774 EQ 64
152336,46,M,1032,En Couple,2,true,8453 YE 52
152338,54,M,230,En Couple,3,true,6490 AA 73
152343,18,M,1114,En Couple,1,true,1509 UT 69
152348,38,M,533,En Couple,1,true,3929 IG 36
152349,84,M,512,En Couple,3,true,6206 MY 46
152365,80,M,551,En Couple,2,true,2958 IM 20
152369,36,M,179,En Couple,0,true,2258 TQ 74
152371,69,M,524,En Couple,4,true,2344 BH 67
152385,29,M,158,En Couple,3,true,6442 LS 64
152389,21,M,472,En Couple,4,true,7047 EP 38
152407,65,M,503,En Couple,2,true,395 FT 93
152416,33,M,1126,En Couple,0,true,5302 BI 91
152423,44,M,177,En Couple,0,true,9473 DR 94
152437,21,M,1261,En Couple,0,true,1558 AD 29
152438,37,M,476,En Couple,1,true,3593 DH 47
